"brand","model","fuel_type","drop_percent"
bmw,"430 gran coupe i",gasoline,48.08000541797413
bmw,"430 gran coupe i xdrive",gasoline,46.95971848153027
bmw,"430 gran coupe i xdrive",gasoline,43.381760276800286
bmw,"430 gran coupe i xdrive",gasoline,33.36740912575934
bmw,"430 gran coupe i xdrive",gasoline,47.90335581025026
bmw,"430 gran coupe i xdrive",gasoline,42.99250987870328
bmw,"430 gran coupe i",gasoline,39.55121114296679
bmw,"430 gran coupe i xdrive",gasoline,48.89614091650776
bmw,"430 gran coupe i",gasoline,34.5553874980247
bmw,"430 gran coupe i xdrive",gasoline,49.82011913421275
bmw,"430 gran coupe i xdrive",gasoline,48.08028780938526
bmw,"430 gran coupe i",gasoline,52.920062306702484
bmw,"430 gran coupe i xdrive",gasoline,70.53099258851515
bmw,"430 gran coupe i",gasoline,48.08903537485609
bmw,"430 gran coupe i xdrive",gasoline,47.116991369650265
bmw,"430 gran coupe i",gasoline,43.57405693387814
bmw,"430 gran coupe i xdrive",gasoline,54.79387422100772
bmw,"430 gran coupe i xdrive",gasoline,47.31358247980027
bmw,"430 gran coupe i",gasoline,42.456599769736094
bmw,"430 gran coupe i",gasoline,36.20561211820213
bmw,"430 gran coupe i xdrive",gasoline,29.25079127921835
bmw,"430 gran coupe i xdrive",gasoline,47.052116303300764
bmw,"430 gran coupe i xdrive",gasoline,40.0397114042503
bmw,"430 gran coupe i xdrive",gasoline,44.95842098020327
bmw,"430 gran coupe i xdrive",gasoline,44.61831835964378
bmw,"430 gran coupe i",gasoline,32.28661083143328
bmw,"430 gran coupe i xdrive",gasoline,46.92040025950027
bmw,"430 gran coupe i",gasoline,36.79481680474976
bmw,"430 gran coupe i xdrive",gasoline,50.91906343995125
bmw,"430 gran coupe i",gasoline,43.59663182608303
bmw,"430 gran coupe i xdrive",gasoline,44.95842098020327
bmw,"430 gran coupe i xdrive",gasoline,52.86334951933473
bmw,"430 gran coupe i xdrive",gasoline,49.83388051192325
bmw,"430 gran coupe i xdrive",gasoline,50.862052018007745
bmw,"430 gran coupe i xdrive",gasoline,54.79387422100772
bmw,"430 gran coupe i",gasoline,43.5627694877757
bmw,"430 gran coupe i xdrive",gasoline,52.827963119507736
bmw,"430 gran coupe i xdrive",gasoline,47.234946035740265
bmw,"430 gran coupe i xdrive",gasoline,50.86401792910925
bmw,"430 gran coupe i xdrive",gasoline,42.12947490514479
bmw,"430 gran coupe i",gasoline,41.32559767027112
bmw,"430 gran coupe i",gasoline,41.309795245727706
bmw,"430 gran coupe i",gasoline,32.50107230737973
bmw,"430 gran coupe i xdrive",gasoline,44.95645506910178
bmw,"430 gran coupe i xdrive",gasoline,44.95842098020327
bmw,"430 gran coupe i",gasoline,43.90816533851051
bmw,"430 gran coupe i",gasoline,43.57405693387814
bmw,"430 gran coupe i",gasoline,39.0590784929002
bmw,"430 gran coupe i xdrive",gasoline,39.18454007509781
bmw,"430 gran coupe i xdrive",gasoline,39.060687675703306
bmw,"430 gran coupe i xdrive",gasoline,39.155051408575304
bmw,"430 gran coupe i",gasoline,50.23816511276159
bmw,"430 gran coupe i xdrive",gasoline,39.0665854090078
bmw,"430 gran coupe i",gasoline,48.34864663521232
bmw,"540 i",gasoline,45.97782690467549
bmw,"540 i xdrive",gasoline,44.16742693553969
bmw,"540 i xdrive",gasoline,41.8032529021298
bmw,"540 i xdrive",gasoline,53.59895554786548
bmw,"540 i",gasoline,55.1390767809417
bmw,"540 i",gasoline,48.859999340086446
bmw,"540 i",gasoline,55.45913485333421
bmw,"540 i xdrive",gasoline,35.522383364268414
bmw,"540 i",gasoline,52.67264988286534
bmw,"540 i",gasoline,44.770185105751146
bmw,"540 i",gasoline,70.31213910977662
bmw,"540 i xdrive",gasoline,48.09985214081228
bmw,"540 i xdrive",gasoline,51.245792305030356
bmw,"540 i xdrive",gasoline,46.624406203794
bmw,"540 i xdrive",gasoline,39.291219681001664
bmw,"540 i",gasoline,54.64909096908305
bmw,"540 i xdrive",gasoline,54.9422719979866
bmw,"540 i xdrive",gasoline,59.138956177053515
bmw,"540 i xdrive",gasoline,46.53789284927801
bmw,"540 i xdrive",gasoline,46.54418472960644
bmw,"540 i xdrive",gasoline,43.40296347563469
bmw,"540 i xdrive",gasoline,55.96470255135747
bmw,"540 i xdrive",gasoline,43.530374052285524
bmw,"540 i xdrive",gasoline,59.17670745902412
bmw,"540 i xdrive",gasoline,62.4075880076761
bmw,"540 i xdrive",gasoline,47.46279925755812
bmw,"540 i xdrive",gasoline,46.132066568093876
bmw,"540 i xdrive",gasoline,54.38544058892
bmw,"540 i",gasoline,41.932556835054605
bmw,"540 i xdrive",gasoline,48.12187372196181
bmw,"540 i xdrive",gasoline,54.217132790134336
bmw,"540 i xdrive",gasoline,40.38443388806745
bmw,"540 i xdrive",gasoline,44.96649573725108
bmw,"540 i",gasoline,50.16827795558781
bmw,"540 i",gasoline,56.28402679249018
bmw,"540 i",gasoline,34.19342066189329
bmw,"540 i xdrive",gasoline,48.09356026048385
bmw,"540 i",gasoline,52.21895931632956
bmw,"540 i",gasoline,48.894644801531
bmw,"540 i xdrive",gasoline,48.87847233145626
bmw,"540 i xdrive",gasoline,46.53946581936012
bmw,"540 i xdrive",gasoline,59.275804574197
bmw,"540 i xdrive",gasoline,48.09985214081228
bmw,"540 i",gasoline,49.26914574190781
bmw,"540 i xdrive",gasoline,49.66495737251078
bmw,"540 i xdrive",gasoline,49.67282222292132
bmw,"540 i xdrive",gasoline,48.09198729040174
bmw,"540 i",gasoline,42.25756425908206
bmw,"540 i xdrive",gasoline,42.19492245257495
bmw,"540 i",gasoline,53.9792787144884
bmw,"540 i",gasoline,52.81948064803511
bmw,"540 i xdrive",gasoline,53.458961210557774
bmw,"540 i xdrive",gasoline,41.807971812376124
bmw,"540 i",gasoline,50.59887154782724
bmw,"540 i",gasoline,47.21021546177451
bmw,"540 i xdrive",gasoline,53.59738257778337
bmw,"540 i",gasoline,49.681591711485794
bmw,"540 i xdrive",gasoline,37.08276968572058
bmw,"540 i",gasoline,58.25551852707296
bmw,"540 i",gasoline,46.92645263470485
bmw,"540 i xdrive",gasoline,53.66030138106773
bmw,"540 i xdrive",gasoline,43.38094189448516
bmw,"540 i xdrive",gasoline,47.31336709975776
bmw,"540 i",gasoline,47.21021546177451
bmw,"540 i",gasoline,60.40848648827004
bmw,"540 i xdrive",gasoline,44.953911976594206
bmw,"540 i xdrive",gasoline,49.66495737251078
bmw,"540 i xdrive",gasoline,44.94604712618366
bmw,"540 i xdrive",gasoline,43.38880674489572
bmw,"540 i",gasoline,46.385323522618535
bmw,"540 i",gasoline,35.67822615237404
bmw,"540 i",gasoline,57.270597551720726
bmw,"540 i xdrive",gasoline,46.364866140246015
bmw,"540 i xdrive",gasoline,38.984490514990405
bmw,"540 i",gasoline,48.856699772329826
bmw,"540 i xdrive",gasoline,46.7282222292132
bmw,"540 i",gasoline,49.70138911802554
bmw,"540 i xdrive",gasoline,40.227136879856545
bmw,"540 i xdrive",gasoline,48.15018718343977
bmw,"540 i",gasoline,44.73224007654997
bmw,"540 i xdrive",gasoline,44.961776827004755
bmw,"540 i",gasoline,41.10436532814201
bmw,"540 i xdrive",gasoline,46.526882058703244
bmw,"540 i xdrive",gasoline,46.36329317016391
bmw,"540 i xdrive",gasoline,48.09985214081228
bmw,"540 i xdrive",gasoline,43.377795954320945
bmw,"540 i xdrive",gasoline,41.8032529021298
bmw,"540 i xdrive",gasoline,46.53160096894957
bmw,"540 i xdrive",gasoline,48.09198729040174
bmw,"540 i",gasoline,43.65988055564721
bmw,"540 i",gasoline,53.80935097502228
bmw,"540 i",gasoline,50.67311182235127
bmw,"540 i xdrive",gasoline,43.38880674489572
bmw,"540 i xdrive",gasoline,44.953911976594206
bmw,"540 i",gasoline,52.15791731283201
bmw,"540 i xdrive",gasoline,41.8032529021298
bmw,"540 i",gasoline,45.59012769327218
bmw,"540 i",gasoline,48.86164912396476
bmw,"540 i xdrive",gasoline,48.88004530153837
bmw,"540 i xdrive",gasoline,53.51086922326738
bmw,"540 i xdrive",gasoline,52.03856922641331
bmw,"540 i xdrive",gasoline,48.43017585805518
bmw,x2 xdrive28i,gasoline,28.713159426424678
bmw,x2 xdrive28i,gasoline,31.75564844700778
bmw,x2 xdrive28i,gasoline,36.7744325096566
bmw,x2 xdrive28i,gasoline,18.249642838245407
bmw,x2 xdrive28i,gasoline,17.9903698608392
bmw,x2 xdrive28i,gasoline,34.95423038255993
bmw,x2 sdrive28i,gasoline,24.87039086619677
bmw,x2 xdrive28i,gasoline,24.628287210963542
bmw,x2 xdrive28i,gasoline,28.572940367215192
bmw,x2 sdrive28i,gasoline,27.215005533873125
bmw,x2 xdrive28i,gasoline,24.3399121646648
bmw,x2 sdrive28i,gasoline,19.91903069843304
bmw,x2 xdrive28i,gasoline,25.945817239007358
bmw,x2 xdrive28i,gasoline,25.924652097994606
bmw,x2 xdrive28i,gasoline,20.65717762844595
bmw,x2 xdrive28i,gasoline,43.13455738398857
bmw,x2 xdrive28i,gasoline,23.48801523890153
bmw,x2 xdrive28i,gasoline,28.66818350177258
bmw,x2 xdrive28i,gasoline,36.81940843430869
bmw,x2 xdrive28i,gasoline,41.79586221493201
bmw,x2 xdrive28i,gasoline,45.50505317741679
bmw,x2 xdrive28i,gasoline,20.633366844806602
bmw,x2 sdrive28i,gasoline,31.272208306634823
bmw,x2 sdrive28i,gasoline,3.914487097337916
bmw,x2 xdrive28i,gasoline,29.914281178898356
bmw,x2 xdrive28i,gasoline,28.83221334462141
bmw,x2 sdrive28i,gasoline,18.454010601735888
bmw,x2 sdrive28i,gasoline,24.27914021086969
bmw,x2 xdrive28i,gasoline,36.517805174876976
bmw,x2 xdrive28i,gasoline,40.50478861315413
bmw,x2 xdrive28i,gasoline,31.34028255463252
bmw,x2 sdrive28i,gasoline,28.38585658530902
bmw,x2 xdrive28i,gasoline,23.27636382877401
bmw,x2 sdrive28i,gasoline,24.27914021086969
bmw,x2 xdrive28i,gasoline,28.62056193449389
bmw,x2 sdrive28i,gasoline,33.025572318984096
bmw,x2 xdrive28i,gasoline,18.003598073972167
bmw,x2 xdrive28i,gasoline,33.85893433515001
bmw,x2 xdrive28i,gasoline,25.92994338324779
bmw,x2 xdrive28i,gasoline,29.890470395259012
bmw,x2 sdrive28i,gasoline,23.414108463913323
bmw,x2 xdrive28i,gasoline,23.30282025503995
bmw,x2 xdrive28i,gasoline,30.311127572887454
bmw,x2 sdrive28i,gasoline,28.403331974136425
bmw,x2 xdrive28i,gasoline,21.368855494999735
bmw,x2 sdrive28i,gasoline,24.27914021086969
bmw,x2 xdrive28i,gasoline,33.8642256204032
bmw,x2 xdrive28i,gasoline,25.927297740621196
bmw,x2 xdrive28i,gasoline,23.540928091433408
bmw,x2 xdrive28i,gasoline,24.41928144346262
bmw,x2 sdrive28i,gasoline,23.122851983456634
bmw,x2 sdrive28i,gasoline,18.49187394419526
bmw,x2 sdrive28i,gasoline,27.185879885827458
bmw,x2 xdrive28i,gasoline,25.93523466850098
bmw,x2 sdrive28i,gasoline,25.779111085221647
bmw,x2 xdrive28i,gasoline,18.016826287105136
bmw,x2 xdrive28i,gasoline,16.41092121276258
bmw,x2 xdrive28i,gasoline,33.85893433515001
bmw,x2 xdrive28i,gasoline,12.696438965024603
bmw,x2 xdrive28i,gasoline,27.27128419493095
bmw,x2 xdrive28i,gasoline,31.215937351182603
bmw,x2 xdrive28i,gasoline,29.657653844118737
bmw,x2 xdrive28i,gasoline,21.995872797502514
bmw,x2 xdrive28i,gasoline,28.580877295094982
bmw,x2 sdrive28i,gasoline,27.212092969068564
bmw,x2 sdrive28i,gasoline,40.01864041474923
bmw,x2 sdrive28i,gasoline,31.569289916700647
bmw,x2 xdrive28i,gasoline,41.87523149372983
bmw,x2 sdrive28i,gasoline,27.188792450632025
bmw,x2 xdrive28i,gasoline,31.448753902322874
bmw,x2 sdrive28i,gasoline,21.39570105434846
bmw,x2 xdrive28i,gasoline,25.93523466850098
bmw,x2 xdrive28i,gasoline,31.51754061061432
bmw,x2 sdrive28i,gasoline,28.059649327197526
bmw,x2 sdrive28i,gasoline,27.188792450632025
bmw,x2 sdrive28i,gasoline,41.783654686316765
bmw,x2 sdrive28i,gasoline,22.20248150521349
bmw,x2 xdrive28i,gasoline,29.83226625747394
bmw,x2 xdrive28i,gasoline,22.12550928620562
bmw,x2 xdrive28i,gasoline,23.279009471400602
bmw,x2 xdrive28i,gasoline,33.87216254828298
bmw,x2 sdrive28i,gasoline,41.7632667326848
bmw,x2 xdrive28i,gasoline,20.6360124874332
bmw,x2 xdrive28i,gasoline,27.84803428752844
bmw,x2 xdrive28i,gasoline,26.9829091486322
bmw,x2 xdrive28i,gasoline,28.570294724588603
bmw,x2 xdrive28i,gasoline,31.480501613842005
bmw,x2 xdrive28i,gasoline,20.895285464839407
bmw,x2 xdrive28i,gasoline,34.401291073601776
bmw,x2 sdrive28i,gasoline,30.366400652414516
bmw,x2 xdrive28i,gasoline,26.98026350600561
bmw,x2 xdrive28i,gasoline,24.599185142071008
bmw,x2 xdrive28i,gasoline,23.289592041906978
bmw,x2 sdrive28i,gasoline,21.36657540630279
bmw,x2 xdrive28i,gasoline,23.289592041906978
bmw,x2 xdrive28i,gasoline,25.93523466850098
bmw,x2 xdrive28i,gasoline,28.602042436107734
bmw,x2 xdrive28i,gasoline,29.274035663262605
bmw,x2 xdrive28i,gasoline,28.570294724588603
bmw,x2 sdrive28i,gasoline,15.541445797168988
bmw,x2 sdrive28i,gasoline,21.36657540630279
bmw,x2 sdrive28i,gasoline,27.200442709850293
bmw,x2 xdrive28i,gasoline,31.536060109000474
bmw,x2 sdrive28i,gasoline,27.296557348401002
bmw,x2 xdrive28i,gasoline,36.507222604370604
bmw,x2 xdrive28i,gasoline,27.244827768665008
bmw,x2 xdrive28i,gasoline,43.872691676808294
bmw,x2 xdrive28i,gasoline,24.662680565109266
bmw,x2 xdrive28i,gasoline,32.567860733372136
bmw,x2 sdrive28i,gasoline,45.4593114696802
bmw,x2 xdrive28i,gasoline,28.572940367215192
bmw,x2 xdrive28i,gasoline,27.305677549076673
bmw,x2 xdrive28i,gasoline,28.303084819302608
bmw,x2 sdrive28i,gasoline,12.914312343449641
bmw,x2 xdrive28i,gasoline,34.62352505423568
bmw,x2 xdrive28i,gasoline,12.696438965024603
bmw,x2 sdrive28i,gasoline,4.176617929748937
bmw,x2 xdrive28i,gasoline,28.826922059368222
bmw,x2 xdrive28i,gasoline,43.118683528229006
bmw,x2 xdrive28i,gasoline,28.594105508227948
bmw,x2 sdrive28i,gasoline,33.01392205976583
bmw,x2 sdrive28i,gasoline,28.787790528339258
bmw,x2 xdrive28i,gasoline,32.54934123498598
bmw,x2 xdrive28i,gasoline,32.274194401820196
bmw,x2 sdrive28i,gasoline,23.583037222578202
bmw,x2 sdrive28i,gasoline,37.37985670181161
bmw,x2 xdrive28i,gasoline,18.019471929731733
bmw,x2 sdrive28i,gasoline,20.39960389118658
bmw,x2 sdrive28i,gasoline,38.8507019281179
bmw,x2 xdrive28i,gasoline,27.678713159426426
bmw,x2 xdrive28i,gasoline,36.610402666807765
bmw,x2 xdrive28i,gasoline,27.50939203132441
bmw,x2 xdrive28i,gasoline,20.895285464839407
bmw,x2 xdrive28i,gasoline,39.16344780147098
bmw,x2 xdrive28i,gasoline,33.8642256204032
bmw,x2 sdrive28i,gasoline,21.389875924739325
bmw,x2 xdrive28i,gasoline,21.58579819038044
bmw,x2 xdrive28i,gasoline,28.858669770887346
bmw,x2 xdrive28i,gasoline,45.896608286152706
bmw,x2 xdrive28i,gasoline,32.578443303878515
bmw,x2 xdrive28i,gasoline,32.536113021853005
bmw,x2 xdrive28i,gasoline,31.218582993809196
bmw,x2 xdrive28i,gasoline,28.633790147626858
bmw,x2 xdrive28i,gasoline,26.05428858669771
bmw,x2 xdrive28i,gasoline,31.655114027197207
bmw,x2 xdrive28i,gasoline,36.63685909307371
bmw,x2 xdrive28i,gasoline,27.297740621196887
bmw,x2 xdrive28i,gasoline,39.91745595005027
bmw,x2 xdrive28i,gasoline,18.014180644478543
bmw,x2 xdrive28i,gasoline,23.281655114027195
bmw,x2 xdrive28i,gasoline,20.895285464839407
bmw,x2 sdrive28i,gasoline,33.619735539115744
bmw,x2 sdrive28i,gasoline,9.713403623230617
bmw,x2 sdrive28i,gasoline,30.975126696569
bmw,x2 sdrive28i,gasoline,15.541445797168988
bmw,x2 xdrive28i,gasoline,28.572940367215192
bmw,x2 xdrive28i,gasoline,37.98084554738346
bmw,x2 xdrive28i,gasoline,28.882480554526698
bmw,x2 sdrive28i,gasoline,19.939418652065008
bmw,x2 xdrive28i,gasoline,23.300174612413354
bmw,x2 sdrive28i,gasoline,28.65963767693831
bmw,x2 sdrive28i,gasoline,12.981301333954681
bmw,x2 xdrive28i,gasoline,31.488438541721784
bmw,x2 xdrive28i,gasoline,28.572940367215192
bmw,x2 xdrive28i,gasoline,24.794962696438965
bmw,x2 xdrive28i,gasoline,23.54886501931319
bmw,x2 xdrive28i,gasoline,31.250330705328324
bmw,x2 xdrive28i,gasoline,28.56764908196201
bmw,x2 xdrive28i,gasoline,15.344727234245198
bmw,x2 sdrive28i,gasoline,33.01683462457039
bmw,x2 sdrive28i,gasoline,30.12757033844003
bmw,x2 xdrive28i,gasoline,25.927297740621196
bmw,x2 xdrive28i,gasoline,15.45848986718874
bmw,x2 xdrive28i,gasoline,28.594105508227948
bmw,x2 xdrive28i,gasoline,41.854066352717076
bmw,x2 xdrive28i,gasoline,28.56764908196201
bmw,x2 xdrive28i,gasoline,33.88539076141595
bmw,x2 xdrive28i,gasoline,27.69723265781258
bmw,x2 sdrive28i,gasoline,23.399545639890487
bmw,x2 sdrive28i,gasoline,25.73251004834858
bmw,x2 xdrive28i,gasoline,28.570294724588603
bmw,x2 sdrive28i,gasoline,15.564746315605522
bmw,x2 sdrive28i,gasoline,13.214306518320033
bmw,x2 xdrive28i,gasoline,28.570294724588603
bmw,x2 xdrive28i,gasoline,42.6345309275623
bmw,x2 sdrive28i,gasoline,13.499737869167589
bmw,x2 xdrive28i,gasoline,29.623260489973013
bmw,x2 xdrive28i,gasoline,33.922429758188265
bmw,x2 xdrive28i,gasoline,15.344727234245198
bmw,x2 xdrive28i,gasoline,28.570294724588603
bmw,x2 sdrive28i,gasoline,36.53521290848721
bmw,x2 xdrive28i,gasoline,20.937615746864914
bmw,x2 xdrive28i,gasoline,29.935446319911108
bmw,"750 i xdrive",gasoline,60.81807445669569
bmw,"750 i xdrive",gasoline,55.87342582475194
bmw,"750 i xdrive",gasoline,55.40103528580731
bmw,"750 i xdrive",gasoline,51.44200523161485
bmw,"750 i xdrive",gasoline,58.06982108760196
bmw,"750 i xdrive",gasoline,51.438694082977385
bmw,"750 i xdrive",gasoline,61.92730925024558
bmw,"750 i xdrive",gasoline,47.38695186693597
bmw,"750 i xdrive",gasoline,50.44534949173869
bmw,"750 i xdrive",gasoline,56.96058629405207
bmw,"750 i xdrive",gasoline,55.86680352747702
bmw,"750 i xdrive",gasoline,44.07801066189862
bmw,"750 i xdrive",gasoline,52.542410295464826
bmw,"750 i xdrive",gasoline,53.65385252143968
bmw,"750 i xdrive",gasoline,49.504983278699385
bmw,"750 i xdrive",gasoline,67.17547984062338
bmw,"750 i xdrive",gasoline,69.1334724015761
bmw,"750 i xdrive",gasoline,58.06430250653952
bmw,"750 750i xdrive",gasoline,51.28824030913338
bmw,"750 i xdrive",gasoline,49.30300321181418
bmw,"750 i xdrive",gasoline,52.76315353796232
bmw,"750 i xdrive",gasoline,55.85687008156462
bmw,"750 i xdrive",gasoline,50.334977870489936
bmw,"750 i xdrive",gasoline,58.652583247795334
bmw,"750 i xdrive",gasoline,54.11962076310939
bmw,"750 i xdrive",gasoline,52.87242144299857
bmw,"750 i xdrive",gasoline,49.23457280663996
bmw,"750 i xdrive",gasoline,30.576250234539692
bmw,"750 i xdrive",gasoline,58.44508459984768
bmw,"750 i xdrive",gasoline,52.54020286303985
bmw,"750 i xdrive",gasoline,52.650574484288605
bmw,"750 i xdrive",gasoline,49.78091233182124
bmw,"750 i xdrive",gasoline,62.49020451861418
bmw,"750 i xdrive",gasoline,51.77312009536108
bmw,"750 i xdrive",gasoline,37.143361698839996
bmw,"750 i xdrive",gasoline,51.62963698773771
bmw,"750 i xdrive",gasoline,50.333874154277446
bmw,"750 i xdrive",gasoline,56.96058629405207
bmw,"750 i xdrive",gasoline,48.136375175214944
bmw,"750 i xdrive",gasoline,59.33357615090008
bmw,"750 i xdrive",gasoline,47.57899848790879
bmw,"750 i xdrive",gasoline,56.95727514541461
bmw,"750 i xdrive",gasoline,55.85687008156462
bmw,"750 i xdrive",gasoline,63.58288356897675
bmw,x5 m base,gasoline,43.16092729269844
bmw,x5 m base,gasoline,42.678203225868614
bmw,x5 m base,gasoline,48.74164145453144
bmw,x5 m base,gasoline,47.006339968781916
bmw,x5 m base,gasoline,50.85753377141425
bmw,x5 m base,gasoline,50.04528549129941
bmw,x5 m base,gasoline,45.561058331566876
bmw,x5 m base,gasoline,34.4853833850423
bmw,x5 m base,gasoline,39.30684292679167
bmw,x5 m base,gasoline,47.96986106025861
bmw,x5 m base,gasoline,48.07970246468695
bmw,x5 m base,gasoline,44.116740215443315
bmw,x5 m base,gasoline,45.081224828011486
bmw,x5 m base,gasoline,43.152255602875144
bmw,x5 m base,gasoline,49.04129651398069
bmw,x5 m base,gasoline,47.36380629371977
bmw,x5 m base,gasoline,57.60507197502554
bmw,x5 m base,gasoline,57.7390014067408
bmw,x5 m base,gasoline,52.30570597190373
bmw,x5 m base,gasoline,54.71836278496136
bmw,x5 m base,gasoline,35.44408687106161
bmw,x5 m base,gasoline,49.45946466768157
bmw,x4 m40i,gasoline,49.93406226525332
bmw,x4 m40i,gasoline,42.41716050413154
bmw,x4 m40i,gasoline,45.986144729154496
bmw,x4 m40i,gasoline,40.18195476170604
bmw,x4 m40i,gasoline,41.577497704699105
bmw,x4 m40i,gasoline,51.93222602453885
bmw,x4 m40i,gasoline,47.995993656622986
bmw,x4 m40i,gasoline,44.91277856606293
bmw,x4 m40i,gasoline,49.92905433603205
bmw,x4 m40i,gasoline,36.64969535097237
bmw,x4 m40i,gasoline,38.2438861530757
bmw,x4 m40i,gasoline,29.904014689925717
bmw,x4 m40i,gasoline,31.55830064268425
bmw,x4 m40i,gasoline,44.91277856606293
bmw,x4 m40i,gasoline,49.08605291711877
bmw,x4 m40i,gasoline,43.927885819213756
bmw,x4 m40i,gasoline,53.26767381687672
bmw,x4 m40i,gasoline,43.95292546532009
bmw,x4 m40i,gasoline,39.90651865453635
bmw,x4 m40i,gasoline,58.27560303814373
bmw,x4 m40i,gasoline,41.761121776145565
bmw,x4 m40i,gasoline,41.577497704699105
bmw,x4 m40i,gasoline,43.94791753609882
bmw,x4 m40i,gasoline,45.00959853100743
bmw,x4 m40i,gasoline,47.261497370837155
bmw,x4 m40i,gasoline,46.58208830648527
bmw,x3 m40i,gasoline,53.20249630481195
bmw,x3 xdrive30i,gasoline,34.91242943694299
bmw,x3 xdrive30i,gasoline,46.676040611236324
bmw,x3 m40i,gasoline,40.87699129577928
bmw,x3 xdrive30i,gasoline,31.767333181695996
bmw,x3 m40i,gasoline,34.872721300706196
bmw,x3 xdrive30i,gasoline,43.01399888339778
bmw,x3 m40i,gasoline,55.739858761701434
bmw,x3 xdrive30i,gasoline,34.1411467918364
bmw,x3 xdrive30i,gasoline,42.10624263352701
bmw,x3 xdrive30i,gasoline,37.9768821984657
bmw,x3 xdrive30i,gasoline,42.112445979198114
bmw,x3 xdrive30i,gasoline,41.76712640350696
bmw,x3 xdrive30i,gasoline,35.95252372779719
bmw,x3 xdrive30i,gasoline,31.773536527367092
bmw,x3 m40i,gasoline,29.40220068976844
bmw,x3 xdrive30i,gasoline,44.16988896011249
bmw,x3 xdrive30i,gasoline,36.932652343830775
bmw,x3 m40i,gasoline,44.986040400722615
bmw,x3 xdrive30i,gasoline,52.441016521577296
bmw,x3 xdrive30i,gasoline,51.40712557639419
bmw,x3 m40i,gasoline,54.13861060929545
bmw,x3 xdrive30i,gasoline,51.41746448584603
bmw,x3 xdrive30i,gasoline,50.15611753272265
bmw,x3 m40i,gasoline,42.603054688783054
bmw,x3 xdrive30i,gasoline,36.43638469014288
bmw,x3 xdrive30i,gasoline,35.9153036537706
bmw,x3 xdrive30i,gasoline,31.78594321870929
bmw,x3 xdrive30i,gasoline,34.077045553235045
bmw,x3 xdrive30i,gasoline,52.66847252951759
bmw,x3 xdrive30i,gasoline,39.868902628150785
bmw,x3 m40i,gasoline,47.44621448513713
bmw,x3 xdrive30i,gasoline,44.97218833357458
bmw,x3 xdrive30i,gasoline,37.987221107917534
bmw,x3 xdrive30i,gasoline,40.05500299828374
bmw,x3 xdrive30i,gasoline,43.135998014929385
bmw,x3 xdrive30i,gasoline,27.834412026219475
bmw,x3 xdrive30i,gasoline,25.611546494075803
bmw,x3 xdrive30i,gasoline,44.171956742002855
bmw,x3 m40i,gasoline,44.65429462966004
bmw,x3 xdrive30i,gasoline,46.248009759930525
bmw,x3 xdrive30i,gasoline,42.30681747689254
bmw,x3 m40i,gasoline,40.87699129577928
bmw,x3 m40i,gasoline,37.71226802430613
bmw,x3 m40i,gasoline,35.49679750369519
bmw,x3 m40i,gasoline,34.31105271801609
bmw,x3 m40i,gasoline,52.38955493512892
bmw,x3 xdrive30i,gasoline,34.68290564711234
bmw,x3 xdrive30i,gasoline,36.14275966171088
bmw,x3 xdrive30i,gasoline,33.22098385062343
bmw,x3 m40i,gasoline,44.982755789127935
bmw,x3 xdrive30i,gasoline,31.804553255722585
bmw,x3 xdrive30i,gasoline,29.91253282603751
bmw,x3 m40i,gasoline,38.599113154869436
bmw,x3 xdrive30i,gasoline,42.608713632886
bmw,x3 xdrive30i,gasoline,38.78745269948926
bmw,x3 m40i,gasoline,39.24946625061587
bmw,x3 m40i,gasoline,44.242075874527835
bmw,x3 xdrive30i,gasoline,37.970678852794606
bmw,x3 xdrive30i,gasoline,52.48857550505572
bmw,x3 m40i,gasoline,36.34094268352767
bmw,x3 m40i,gasoline,42.683527672852684
bmw,x3 xdrive30i,gasoline,37.987221107917534
bmw,x3 xdrive30i,gasoline,56.67996939682802
bmw,x3 xdrive30i,gasoline,24.528028783523915
bmw,x3 m40i,gasoline,44.178025948431596
bmw,x3 xdrive30i,gasoline,43.58057112135812
bmw,x3 m40i,gasoline,41.69814419444901
bmw,x3 m40i,gasoline,42.88881589752012
bmw,x3 xdrive30i,gasoline,44.42836169640827
bmw,x3 xdrive30i,gasoline,39.120365583838215
bmw,x3 xdrive30i,gasoline,46.44444903951531
bmw,x3 xdrive30i,gasoline,42.563222431297945
bmw,x3 xdrive30i,gasoline,33.8351150720622
bmw,x3 m40i,gasoline,41.71949416981442
bmw,x3 m40i,gasoline,35.17819017901133
bmw,x3 xdrive30i,gasoline,53.681685655797025
bmw,x3 m40i,gasoline,44.670717687633434
bmw,x3 xdrive30i,gasoline,45.20791546907632
bmw,x3 xdrive30i,gasoline,47.891896362771654
bmw,x3 xdrive30i,gasoline,49.75290006410124
bmw,x3 m40i,gasoline,41.43537526687469
bmw,x3 xdrive30i,gasoline,48.315791650296724
bmw,x3 xdrive30i,gasoline,36.73621306424598
bmw,x3 xdrive30i,gasoline,47.236409503525564
bmw,x3 m40i,gasoline,50.89505665955001
bmw,x3 xdrive30i,gasoline,25.58052976572031
bmw,x3 xdrive30i,gasoline,40.13978205578875
bmw,x3 xdrive30i,gasoline,37.96861107090424
bmw,x3 xdrive30i,gasoline,33.833047290171834
bmw,x3 xdrive30i,gasoline,39.00250201608734
bmw,x3 xdrive30i,gasoline,44.18229565145468
