"brand","model","fuel_type","new_price","used_price","drop_percent"
toyota,avalon hybrid limited,gasoline,44995.0,22999.0,48.89
mercedes-benz,gle 350 base 4matic,gasoline,65690.0,33608.0,48.84
volvo,v60 cross country t5,gasoline,45884.0,23538.0,48.7
lexus,rx 350l,gasoline,56493.0,28998.0,48.67
porsche,macan gts,gasoline,95405.0,48969.0,48.67
jeep,grand cherokee summit,gasoline,61790.0,31860.0,48.44
gmc,yukon xl denali,gasoline,82604.0,42672.0,48.34
ram,promaster 1500 base,gasoline,61197.0,31613.0,48.34
nissan,titan xd s,gasoline,52175.0,26995.0,48.26
mercedes-benz,gle 350 base,gasoline,63266.0,32761.0,48.22
mercedes-benz,gle 350,gasoline,65791.0,34166.0,48.07
chevrolet,suburban lt,gasoline,66019.0,34397.0,47.9
ford,expedition limited,gasoline,69381.0,36154.0,47.89
lincoln,navigator l reserve,gasoline,92549.0,48226.0,47.89
bmw,m550 i xdrive,gasoline,77291.0,40355.0,47.79
lincoln,navigator l black label,gasoline,105153.0,54922.0,47.77
ford,transit-250 base,gasoline,60626.0,31693.0,47.72
bmw,"330 330i",gasoline,40997.0,21459.0,47.66
ford,mustang,gasoline,45999.0,24084.0,47.64
bmw,"540 i xdrive",gasoline,63574.0,33370.0,47.51
porsche,macan s,gasoline,75923.0,39882.0,47.47
lincoln,navigator black label,gasoline,100551.0,52934.0,47.36
toyota,sienna limited,gasoline,59877.0,31593.0,47.24
lincoln,navigator reserve,gasoline,91575.0,48347.0,47.21
audi,rs 7 4.0t,gasoline,129539.0,68437.0,47.17
audi,s5 prestige,gasoline,69447.0,36735.0,47.1
acura,rdx,gasoline,49189.0,26059.0,47.02
bmw,x5 m base,gasoline,103786.0,55010.0,47.0
chevrolet,tahoe premier,gasoline,76388.0,40535.0,46.94
bmw,"430 gran coupe i xdrive",gasoline,50867.0,27014.0,46.89
nissan,armada sl,gasoline,50475.0,26817.0,46.87
bmw,"530 i xdrive",gasoline,55940.0,29776.0,46.77
ford,expedition max limited,gasoline,71230.0,37940.0,46.74
nissan,altima 2.5 sl,gasoline,30625.0,16329.0,46.68
gmc,yukon slt,gasoline,72374.0,38617.0,46.64
mercedes-benz,cla 250 base,gasoline,44279.0,23658.0,46.57
ford,transit connect xlt w/rear liftgate,gasoline,34188.0,18315.0,46.43
bmw,"430 i",gasoline,49137.0,26340.0,46.39
ford,expedition max platinum,gasoline,80221.0,43004.0,46.39
land rover,discovery sport se,gasoline,46815.0,25125.0,46.33
bmw,"530 i",gasoline,51820.0,27821.0,46.31
toyota,highlander hybrid le,gasoline,44664.0,23995.0,46.28
mercedes-benz,gle 350 4matic,gasoline,65110.0,35024.0,46.21
ford,expedition max xlt,gasoline,65189.0,35258.0,45.91
mercedes-benz,gla 250 base 4matic,gasoline,43201.0,23387.0,45.86
toyota,sienna le,gasoline,48314.0,26193.0,45.79
volvo,xc90 t6 inscription,gasoline,62492.0,33877.0,45.79
land rover,range rover evoque se,gasoline,51098.0,27766.0,45.66
audi,s4 3.0t prestige,gasoline,61991.0,33702.0,45.63
ford,expedition platinum,gasoline,80111.0,43626.0,45.54
mercedes-benz,cla 250 base 4matic,gasoline,44784.0,24519.0,45.25
nissan,pathfinder sl,gasoline,41061.0,22516.0,45.16
chevrolet,suburban premier,gasoline,70937.0,38972.0,45.06
ford,expedition xlt,gasoline,61793.0,33951.0,45.06
ford,f-250 xlt,gasoline,60496.0,33258.0,45.02
jeep,grand cherokee overland,gasoline,55240.0,30422.0,44.93
nissan,pathfinder sv,gasoline,36541.0,20175.0,44.79
chrysler,"300 touring l",gasoline,35303.0,19495.0,44.78
gmc,sierra 2500 base,gasoline,58271.0,32235.0,44.68
jeep,grand cherokee trailhawk,gasoline,55204.0,30618.0,44.54
cadillac,xt5 premium luxury,gasoline,48118.0,26698.0,44.52
audi,s3 2.0t prestige,gasoline,56768.0,31510.0,44.49
acura,rdx advance package,gasoline,48812.0,27104.0,44.47
bmw,x4 m40i,gasoline,59905.0,33393.0,44.26
mitsubishi,outlander se,gasoline,31162.0,17376.0,44.24
porsche,macan base (pdk),gasoline,67844.0,37863.0,44.19
porsche,macan,gasoline,68276.0,38203.0,44.05
gmc,savana 2500 work van,gasoline,65233.0,36517.0,44.02
audi,a3 premium,gasoline,36643.0,20545.0,43.93
ram,promaster 3500 high roof,gasoline,56811.0,32047.0,43.59
nissan,pathfinder platinum,gasoline,46595.0,26295.0,43.57
kia,sorento ex,gasoline,38735.0,21875.0,43.53
ford,edge se,gasoline,34101.0,19291.0,43.43
toyota,rav4 se,gasoline,43946.0,24881.0,43.38
mercedes-benz,c-class c 300,gasoline,48820.0,27652.0,43.36
gmc,canyon base,gasoline,41259.0,23399.0,43.29
audi,sq5 3.0t prestige,gasoline,61740.0,35135.0,43.09
chevrolet,silverado 1500 1lt,gasoline,55619.0,31662.0,43.07
chevrolet,silverado 2500 wt,gasoline,53018.0,30190.0,43.06
mitsubishi,outlander sel,gasoline,33523.0,19112.0,42.99
volvo,xc90 t6 r-design,gasoline,58994.0,33697.0,42.88
mercedes-benz,gla 250 gla 250,gasoline,43745.0,24998.0,42.86
mercedes-benz,c-class c 300 4matic,gasoline,49743.0,28427.0,42.85
ford,transit-350 xl,gasoline,65000.0,37172.0,42.81
porsche,panamera 4s,gasoline,122230.0,69992.0,42.74
ford,f-150 king ranch,gasoline,69448.0,39777.0,42.72
chevrolet,express 3500 work van,gasoline,48977.0,28086.0,42.65
chevrolet,express 3500 lt,gasoline,57500.0,33015.0,42.58
ford,explorer base,gasoline,37299.0,21442.0,42.51
honda,pilot touring,gasoline,50740.0,29170.0,42.51
volvo,xc90 t6 momentum,gasoline,53262.0,30627.0,42.5
nissan,pathfinder s,gasoline,34296.0,19738.0,42.45
subaru,forester premium,gasoline,31996.0,18417.0,42.44
buick,enclave avenir,gasoline,53480.0,30795.0,42.42
chevrolet,tahoe ls,gasoline,58672.0,33914.0,42.2
kia,sportage,gasoline,34588.0,19995.0,42.19
bmw,"430 gran coupe i",gasoline,44297.0,25612.0,42.18
chrysler,pacifica touring l,gasoline,37852.0,21900.0,42.14
nissan,titan platinum reserve,gasoline,59294.0,34413.0,41.96
chrysler,pacifica touring-l,gasoline,37068.0,21548.0,41.87
ford,f-150 xlt,gasoline,53739.0,31316.0,41.73
lexus,es 300h base,gasoline,49250.0,28700.0,41.73
ford,f-150 platinum,gasoline,69832.0,40719.0,41.69
bmw,x3 m40i,gasoline,60890.0,35516.0,41.67
tesla,model x,electric,98053.0,57373.0,41.49
ford,f-150 lariat,gasoline,61991.0,36301.0,41.44
ram,promaster 2500 high roof,gasoline,52087.0,30502.0,41.44
jeep,grand cherokee limited,gasoline,45158.0,26460.0,41.41
ford,f-150,gasoline,60880.0,35678.0,41.4
ford,explorer platinum,gasoline,53019.0,31081.0,41.38
toyota,rav4 hybrid le,gasoline,39451.0,23125.0,41.38
ram,"3500 laramie mega cab 4x4 6'4' box",gasoline,80078.0,46976.0,41.34
nissan,frontier s,gasoline,32355.0,18998.0,41.28
land rover,range rover sport hse dynamic,gasoline,89652.0,52661.0,41.26
volkswagen,tiguan 2.0t sel,gasoline,37618.0,22101.0,41.25
audi,s5 3.0t prestige,gasoline,67206.0,39535.0,41.17
jeep,grand cherokee laredo,gasoline,41170.0,24271.0,41.05
lexus,gx 460 premium,gasoline,61332.0,36200.0,40.98
buick,envision essence,gasoline,37201.0,21992.0,40.88
mercedes-benz,amg c 43 base 4matic,gasoline,67180.0,39757.0,40.82
ford,f-150 raptor,gasoline,89152.0,52819.0,40.75
bmw,m5 base,gasoline,108803.0,64534.0,40.69
bmw,"330 i xdrive",gasoline,43514.0,25833.0,40.63
chevrolet,silverado 1500 high country,gasoline,64691.0,38441.0,40.58
audi,sq5 3.0t premium plus,gasoline,56302.0,33459.0,40.57
acura,rdx technology package,gasoline,43057.0,25595.0,40.56
gmc,sierra 1500 denali,gasoline,71208.0,42412.0,40.44
chevrolet,silverado 1500 base,gasoline,55747.0,33215.0,40.42
ram,"2500 tradesman regular cab 4x4 8' box",gasoline,55380.0,32995.0,40.42
bmw,x3 xdrive30i,gasoline,48361.0,28828.0,40.39
ram,"1500 laramie",gasoline,54260.0,32346.0,40.39
jeep,cherokee latitude,gasoline,31839.0,18982.0,40.38
audi,s5 3.0t premium plus,gasoline,61214.0,36513.0,40.35
honda,odyssey,gasoline,43582.0,25995.0,40.35
audi,sq5 premium plus,gasoline,54495.0,32575.0,40.22
bmw,"330 i",gasoline,41291.0,24694.0,40.2
mercedes-benz,gla 250 base,gasoline,42152.0,25209.0,40.2
porsche,macan base,gasoline,63349.0,37905.0,40.16
audi,a5 2.0t premium,gasoline,47744.0,28581.0,40.14
lexus,gx 460,gasoline,62744.0,37623.0,40.04
nissan,murano sv,gasoline,34957.0,20984.0,39.97
porsche,panamera,gasoline,101877.0,61161.0,39.97
gmc,yukon sle,gasoline,60564.0,36362.0,39.96
nissan,maxima platinum,gasoline,39962.0,23995.0,39.96
subaru,impreza premium,gasoline,24976.0,15000.0,39.94
lexus,rx 350l luxury,gasoline,60307.0,36287.0,39.83
ford,f-350 xl,gasoline,61479.0,37023.0,39.78
mercedes-benz,gla 250,gasoline,43679.0,26313.0,39.76
gmc,savana 2500 ls,gasoline,54499.0,32900.0,39.63
ford,escape titanium,gasoline,36606.0,22101.0,39.62
kia,sorento lx,gasoline,31386.0,18954.0,39.61
jeep,cherokee limited,gasoline,36465.0,22151.0,39.25
bmw,"430 i xdrive",gasoline,50173.0,30553.0,39.1
volkswagen,atlas 2.0t se w/technology,gasoline,37120.0,22609.0,39.09
buick,enclave essence,gasoline,44001.0,26805.0,39.08
jeep,cherokee limited 4x4,gasoline,38494.0,23449.0,39.08
nissan,titan xd platinum reserve,gasoline,63139.0,38474.0,39.06
nissan,rogue sl,gasoline,36024.0,22012.0,38.9
hyundai,sonata limited,gasoline,31825.0,19477.0,38.8
ram,"1500 tradesman",gasoline,40804.0,24973.0,38.8
ford,escape sel,gasoline,32719.0,20042.0,38.75
mercedes-benz,glc 300 base,gasoline,45427.0,27825.0,38.75
mercedes-benz,amg cla 45 base 4matic,gasoline,62065.0,38058.0,38.68
ford,escape se,gasoline,29393.0,18031.0,38.66
mercedes-benz,c-class,gasoline,54659.0,33544.0,38.63
ram,promaster city tradesman,gasoline,33998.0,20866.0,38.63
nissan,murano platinum,gasoline,41313.0,25389.0,38.54
gmc,sierra 1500 base,gasoline,45998.0,28284.0,38.51
land rover,range rover sport 5.0l supercharged svr,gasoline,127798.0,78597.0,38.5
audi,q3 2.0t premium,gasoline,37977.0,23389.0,38.41
audi,s4 3.0t premium plus,gasoline,55367.0,34119.0,38.38
subaru,crosstrek premium,gasoline,29034.0,17900.0,38.35
acura,rdx base,gasoline,40070.0,24740.0,38.26
ram,"2500 tradesman crew cab 4x4 8' box",gasoline,50456.0,31158.0,38.25
volkswagen,atlas 3.6l sel,gasoline,44905.0,27770.0,38.16
kia,sorento sx,gasoline,41138.0,25446.0,38.14
lexus,gx 460 base,gasoline,61438.0,38049.0,38.07
mercedes-benz,amg glc 43 base 4matic,gasoline,62498.0,38717.0,38.05
audi,tt rs 2.5t,gasoline,98000.0,60721.0,38.04
mercedes-benz,glc 300 4matic coupe,gasoline,60460.0,37463.0,38.04
bmw,"230 i",gasoline,40218.0,24932.0,38.01
gmc,acadia denali,gasoline,48029.0,29771.0,38.01
jaguar,f-pace s,gasoline,56090.0,34820.0,37.92
porsche,panamera base,gasoline,94848.0,58895.0,37.91
gmc,sierra 1500 sle,gasoline,51120.0,31790.0,37.81
nissan,frontier pro-4x,gasoline,42462.0,26411.0,37.8
ford,transit-350 xlt,gasoline,70872.0,44097.0,37.78
chevrolet,traverse premier,gasoline,47199.0,29374.0,37.77
nissan,titan pro-4x,gasoline,53941.0,33587.0,37.73
audi,a5 2.0t prestige,gasoline,50964.0,31742.0,37.72
infiniti,q50 2.0t luxe,gasoline,37500.0,23360.0,37.71
bmw,m4 base,gasoline,81796.0,50958.0,37.7
mitsubishi,outlander sport 2.0 le,gasoline,25030.0,15609.0,37.64
land rover,range rover sport svr,gasoline,124632.0,77746.0,37.62
nissan,altima 2.5 sv,gasoline,25963.0,16197.0,37.62
bmw,x1 xdrive28i,gasoline,40272.0,25152.0,37.54
lexus,gx 460 luxury,gasoline,65327.0,40813.0,37.53
volkswagen,atlas 3.6l sel premium,gasoline,48357.0,30229.0,37.49
porsche,panamera sport turismo 4,gasoline,112223.0,70173.0,37.47
mercedes-benz,glc 300 base 4matic,gasoline,46900.0,29354.0,37.41
honda,civic type r touring,gasoline,62043.0,38836.0,37.4
ford,f-150 limited,gasoline,68326.0,42787.0,37.38
volvo,xc90 t5 momentum,gasoline,48826.0,30579.0,37.37
gmc,sierra 1500 slt,gasoline,59818.0,37490.0,37.33
ford,explorer xlt,gasoline,40559.0,25434.0,37.29
volkswagen,atlas 3.6l se w/technology,gasoline,40159.0,25184.0,37.29
mitsubishi,outlander es,gasoline,28342.0,17796.0,37.21
nissan,murano sl,gasoline,38303.0,24059.0,37.19
bmw,x1 sdrive28i,gasoline,39013.0,24517.0,37.16
nissan,sentra s,gasoline,23259.0,14615.0,37.16
jeep,grand cherokee altitude,gasoline,44126.0,27731.0,37.15
ram,"2500 tradesman crew cab 4x2 8' box",gasoline,46877.0,29500.0,37.07
ford,edge titanium,gasoline,36500.0,22984.0,37.03
mitsubishi,outlander sport,gasoline,24999.0,15762.0,36.95
toyota,camry hybrid xle,gasoline,35000.0,22080.0,36.91
lexus,gx 460 gx 460 premium,gasoline,61573.0,38897.0,36.83
toyota,highlander hybrid xle,gasoline,44154.0,27900.0,36.81
porsche,panamera 4,gasoline,96387.0,60930.0,36.79
volkswagen,passat 2.0t r-line,gasoline,28451.0,17993.0,36.76
tesla,model s,electric,87950.0,55661.0,36.71
buick,envision preferred,gasoline,33137.0,20998.0,36.63
chrysler,pacifica limited,gasoline,43961.0,27878.0,36.58
bmw,m240 i,gasoline,55000.0,34915.0,36.52
ram,"1500 longhorn",gasoline,59478.0,37763.0,36.51
acura,tlx technology,gasoline,38784.0,24635.0,36.48
ram,"1500 rebel",gasoline,55442.0,35237.0,36.44
nissan,versa s,gasoline,19779.0,12583.0,36.38
land rover,range rover sport autobiography,gasoline,100605.0,64027.0,36.36
toyota,tundra 1794,gasoline,65565.0,41743.0,36.33
nissan,titan sv,gasoline,45042.0,28689.0,36.31
ford,f-150 xl,gasoline,46265.0,29475.0,36.29
subaru,legacy limited,gasoline,31078.0,19801.0,36.29
lexus,rx 450h base,gasoline,63684.0,40578.0,36.28
nissan,versa 1.6 sv,gasoline,21736.0,13850.0,36.28
nissan,frontier sv,gasoline,34924.0,22263.0,36.25
ram,promaster 1500 low roof,gasoline,45443.0,28985.0,36.22
chrysler,"300 touring",gasoline,32549.0,20762.0,36.21
chevrolet,malibu premier,gasoline,32220.0,20589.0,36.1
nissan,sentra sr,gasoline,25432.0,16250.0,36.1
ford,edge sel,gasoline,34450.0,22018.0,36.09
ram,"3500 limited",gasoline,83497.0,53399.0,36.05
bmw,"230 i xdrive",gasoline,44600.0,28549.0,35.99
hyundai,tucson sel,gasoline,29725.0,19026.0,35.99
volkswagen,atlas 2.0t sel,gasoline,41368.0,26497.0,35.95
ford,explorer limited,gasoline,42854.0,27478.0,35.88
lexus,rx 350 luxury,gasoline,66990.0,42998.0,35.81
toyota,rav4 limited,gasoline,41064.0,26360.0,35.81
mercedes-benz,amg gla 45 base 4matic,gasoline,59999.0,38570.0,35.72
chevrolet,traverse rs,gasoline,42921.0,27603.0,35.69
chevrolet,silverado 1500 wt,gasoline,39768.0,25587.0,35.66
